WahlbezirkeId,Wahlbezirke,Wahl,Jahr,Messung,Wert
11201,11201 Bevenrode,Stadtbezirksratswahl,2006,Wahlberechtigte,1123
11211,11211 Waggum-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1254
11212,11212 Waggum-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1275
11221,11221 Bienrode,Stadtbezirksratswahl,2006,Wahlberechtigte,1458
11231,11231 Querum-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,937
11232,11232 Querum-Nord-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,974
11241,11241 Querum-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,937
11242,11242 Querum-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1305
11243,11243 Querum-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1262
11251,11251 Pappelberg,Stadtbezirksratswahl,2006,Wahlberechtigte,1043
11252,11252 Gliesmarode-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,1110
11253,11253 Gliesmarode-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1220
11254,11254 Gliesmarode-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1138
11261,11261 Riddagshausen,Stadtbezirksratswahl,2006,Wahlberechtigte,483
11301,11301 Hondelage-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1180
11302,11302 Hondelage-Mitte/Gewerbegebiet,Stadtbezirksratswahl,2006,Wahlberechtigte,1066
11303,11303 Hondelage-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1113
11401,11401 Dibbesdorf,Stadtbezirksratswahl,2006,Wahlberechtigte,1301
11411,11411 Volkmarode-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1237
11412,11412 Volkmarode-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1495
11421,11421 Schapen,Stadtbezirksratswahl,2006,Wahlberechtigte,1384
12001,12001 Gliesmaroder Straße-Nordost ,Stadtbezirksratswahl,2006,Wahlberechtigte,1156
12002,12002 Karlstraße-Mitte ,Stadtbezirksratswahl,2006,Wahlberechtigte,1139
12003,12003 Gliesmaroder Straße-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1170
12004,12004 Malerviertel,Stadtbezirksratswahl,2006,Wahlberechtigte,1333
12005,12005 An der Paulikirche,Stadtbezirksratswahl,2006,Wahlberechtigte,1274
12006,12006 Hagenring,Stadtbezirksratswahl,2006,Wahlberechtigte,1313
12011,12011 Humboldtstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1229
12012,12012 Kasernenstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1211
12021,12021 Am Theater,Stadtbezirksratswahl,2006,Wahlberechtigte,1236
12022,12022 Giersberg,Stadtbezirksratswahl,2006,Wahlberechtigte,1457
12031,12031 Stadtpark,Stadtbezirksratswahl,2006,Wahlberechtigte,1352
12032,12032 Prinzenpark-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1155
12033,12033 Kastanienallee,Stadtbezirksratswahl,2006,Wahlberechtigte,1096
12034,12034 Prinzenpark-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1139
12035,12035 Prinzenpark-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1156
12036,12036 Altewiekring-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,1184
12037,12037 Georg-Westermann-Allee,Stadtbezirksratswahl,2006,Wahlberechtigte,1353
13101,13101 Inselwall,Stadtbezirksratswahl,2006,Wahlberechtigte,927
13102,13102 Am Hagenmarkt,Stadtbezirksratswahl,2006,Wahlberechtigte,1200
13103,13103 An der Katharinenkirche,Stadtbezirksratswahl,2006,Wahlberechtigte,1294
13104,13104 Wendentorwall,Stadtbezirksratswahl,2006,Wahlberechtigte,926
13111,13111 Am Schloßpark,Stadtbezirksratswahl,2006,Wahlberechtigte,1172
13112,13112 Kennedyplatz,Stadtbezirksratswahl,2006,Wahlberechtigte,1364
13113,13113 An der Martinikirche ,Stadtbezirksratswahl,2006,Wahlberechtigte,1179
13114,13114 Gördelingerstraße ,Stadtbezirksratswahl,2006,Wahlberechtigte,1013
13115,13115 Am Neustadtmühlengraben ,Stadtbezirksratswahl,2006,Wahlberechtigte,1218
13201,13201 Adolfstraße/Leonhardstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1306
13202,13202 An der Stadthalle,Stadtbezirksratswahl,2006,Wahlberechtigte,1143
13203,13203 Viewegs-Garten,Stadtbezirksratswahl,2006,Wahlberechtigte,1212
13204,13204 Rimpaus-Garten,Stadtbezirksratswahl,2006,Wahlberechtigte,958
13205,13205 Am Bürgerpark,Stadtbezirksratswahl,2006,Wahlberechtigte,1007
13211,13211 Hauptbahnhof,Stadtbezirksratswahl,2006,Wahlberechtigte,692
13212,13212 Streitberg/Hauptfriedhof,Stadtbezirksratswahl,2006,Wahlberechtigte,781
13221,13221 Zuckerberg,Stadtbezirksratswahl,2006,Wahlberechtigte,811
13231,13231 Bebelhof-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1112
13232,13232 Bebelhof-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1088
21101,21101 Stöckheim-Nordost,Stadtbezirksratswahl,2006,Wahlberechtigte,1448
21102,21102 Stöckheim-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,998
21103,21103 Stöckheim-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1289
21104,21104 Stöckheim-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1174
21111,21111 Leiferde,Stadtbezirksratswahl,2006,Wahlberechtigte,1601
21201,21201 Heidberg-Nordost,Stadtbezirksratswahl,2006,Wahlberechtigte,1085
21202,21202 Am Schulzentrum Heidberg,Stadtbezirksratswahl,2006,Wahlberechtigte,1147
21203,21203 Heidberg-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,945
21204,21204 Heidberg-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,997
21205,21205 Heidberg-Zentrum ,Stadtbezirksratswahl,2006,Wahlberechtigte,1250
21206,21206 Heidberg-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1259
21211,21211 Melverode-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1144
21212,21212 Melverode-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1045
21213,21213 Melverode-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,1115
21301,21301 Mastbruch-Siedlung,Stadtbezirksratswahl,2006,Wahlberechtigte,328
21311,21311 Rautheim-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1405
21312,21312 Rautheim-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1386
21321,21321 Lindenberg-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1333
21322,21322 Lindenberg-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,NaN
21331,21331 Südstadt-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1350
21332,21332 Südstadt-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1134
21341,21341 Mascherode-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1043
21342,21342 Mascherode-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1062
21343,21343 Mascherode-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1013
22101,22101 Rheinring-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1901
22102,22102 Emsstraße-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1344
22103,22103 Elbestraße-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1139
22104,22104 Rheinring-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1319
22105,22105 Rheinring-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1067
22111,22111 Elbestraße-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1260
22112,22112 Saalestraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1444
22113,22113 Ilmenaustraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1435
22114,22114 Weserstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1368
22115,22115 Isarstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1245
22116,22116 Lechstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1199
22121,22121 Münchenstraße-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,1306
22122,22122 Neckarstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1011
22123,22123 Lahnstraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1284
22201,22201 Timmerlah-West,Stadtbezirksratswahl,2006,Wahlberechtigte,944
22202,22202 Timmerlah-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,927
22211,22211 Stiddien,Stadtbezirksratswahl,2006,Wahlberechtigte,189
22221,22221 Geitelde,Stadtbezirksratswahl,2006,Wahlberechtigte,921
22301,22301 Broitzem-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1146
22302,22302 Broitzem-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1242
22303,22303 Broitzem-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,1000
22304,22304 Broitzem-Nordost,Stadtbezirksratswahl,2006,Wahlberechtigte,1236
22401,22401 Rüningen-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1203
22402,22402 Rüningen-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1236
31001,31001 Eichtal ,Stadtbezirksratswahl,2006,Wahlberechtigte,1369
31002,31002 Am Weißen Roß,Stadtbezirksratswahl,2006,Wahlberechtigte,1207
31003,31003 Celler Straße-Nordwest ,Stadtbezirksratswahl,2006,Wahlberechtigte,1049
31011,31011 Am Maschplatz,Stadtbezirksratswahl,2006,Wahlberechtigte,1211
31012,31012 Am Amalienplatz,Stadtbezirksratswahl,2006,Wahlberechtigte,1344
31013,31013 Rudolfplatz-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1120
31014,31014 Rennelberg,Stadtbezirksratswahl,2006,Wahlberechtigte,1141
31015,31015 Holwedestraße,Stadtbezirksratswahl,2006,Wahlberechtigte,1239
31016,31016 Sackring-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1182
31021,31021 Rudolfplatz-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1375
31022,31022 Sackring-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1335
31031,31031 Altstadtring-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1148
31032,31032 Altstadtring-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1183
31033,31033 Altstadtring-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1044
31034,31034 Am Großmarkt,Stadtbezirksratswahl,2006,Wahlberechtigte,1078
31041,31041 Westbahnhof,Stadtbezirksratswahl,2006,Wahlberechtigte,1146
31042,31042 Cyriaksring-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1177
31043,31043 Juliusstraße-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1460
31044,31044 Frankfurter Straße-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1233
31045,31045 Frankfurter Straße-West,Stadtbezirksratswahl,2006,Wahlberechtigte,876
31051,31051 Gartenstadt-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,795
31052,31052 Gartenstadt-West,Stadtbezirksratswahl,2006,Wahlberechtigte,783
32101,32101 Kanzlerfeld-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1005
32102,32102 Kanzlerfeld-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1218
32103,32103 Kanzlerfeld-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1238
32111,32111 Horstbleek,Stadtbezirksratswahl,2006,Wahlberechtigte,1206
32112,32112 Lehndorf-Siedlung-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1345
32113,32113 Lehndorf-Alt,Stadtbezirksratswahl,2006,Wahlberechtigte,1107
32114,32114 Lehndorf-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1159
32115,32115 Lehndorf-Siedlung-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1150
32121,32121 Lamme-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1071
32122,32122 Lamme-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1029
32123,32123 Lamme-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,NaN
32131,32131 Völkenrode,Stadtbezirksratswahl,2006,Wahlberechtigte,1367
32141,32141 Watenbüttel-Nordost,Stadtbezirksratswahl,2006,Wahlberechtigte,1200
32142,32142 Watenbüttel-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1017
32151,32151 Ölper,Stadtbezirksratswahl,2006,Wahlberechtigte,1139
32201,32201 Veltenhof-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1187
32202,32202 Veltenhof-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1241
32211,32211 Lincolnsiedlung,Stadtbezirksratswahl,2006,Wahlberechtigte,1350
32212,32212 Vorwerksiedlung,Stadtbezirksratswahl,2006,Wahlberechtigte,1166
32301,32301 Harxbüttel,Stadtbezirksratswahl,2006,Wahlberechtigte,498
32311,32311 Thune,Stadtbezirksratswahl,2006,Wahlberechtigte,1399
32321,32321 Wenden-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1173
32322,32322 Wenden-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,1060
32323,32323 Wenden-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1109
33101,33101 Schwarzer Berg-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,982
33102,33102 Schwarzer Berg-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1029
33103,33103 Schwarzer Berg-West,Stadtbezirksratswahl,2006,Wahlberechtigte,1078
33104,33104 Schwarzer Berg-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,927
33111,33111 Siegfriedviertel-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1085
33112,33112 Siegfriedviertel-Nordost,Stadtbezirksratswahl,2006,Wahlberechtigte,991
33113,33113 Siegfriedviertel-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,879
33114,33114 Siegfriedviertel-Mitte,Stadtbezirksratswahl,2006,Wahlberechtigte,1082
33115,33115 Siegfriedviertel-Südwest,Stadtbezirksratswahl,2006,Wahlberechtigte,872
33116,33116 Siegfriedviertel-West,Stadtbezirksratswahl,2006,Wahlberechtigte,947
33121,33121 Wendenring-Süd,Stadtbezirksratswahl,2006,Wahlberechtigte,1275
33122,33122 Wendenring-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1054
33123,33123 Am Nordbahnhof,Stadtbezirksratswahl,2006,Wahlberechtigte,904
33124,33124 Neues Hochschulviertel,Stadtbezirksratswahl,2006,Wahlberechtigte,1128
33125,33125 Rebenring-Nord,Stadtbezirksratswahl,2006,Wahlberechtigte,1048
33126,33126 Altes Hochschulviertel,Stadtbezirksratswahl,2006,Wahlberechtigte,1339
33201,33201 Kralenriede-Nordwest,Stadtbezirksratswahl,2006,Wahlberechtigte,1270
33202,33202 Kralenriede-Südost,Stadtbezirksratswahl,2006,Wahlberechtigte,1313
33211,33211 Schuntersiedlung-West,Stadtbezirksratswahl,2006,Wahlberechtigte,702
33212,33212 Schuntersiedlung-Ost,Stadtbezirksratswahl,2006,Wahlberechtigte,804
11201,11201 Bevenrode,Stadtbezirksratswahl,2006,Wahlbeteiligung,49.0
11211,11211 Waggum-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,51.4
11212,11212 Waggum-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,52.9
11221,11221 Bienrode,Stadtbezirksratswahl,2006,Wahlbeteiligung,42.7
11231,11231 Querum-Nord,Stadtbezirksratswahl,2006,Wahlbeteiligung,49.9
11232,11232 Querum-Nord-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,42.8
11241,11241 Querum-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,45.0
11242,11242 Querum-Mitte,Stadtbezirksratswahl,2006,Wahlbeteiligung,46.4
11243,11243 Querum-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,43.7
11251,11251 Pappelberg,Stadtbezirksratswahl,2006,Wahlbeteiligung,39.4
11252,11252 Gliesmarode-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,41.4
11253,11253 Gliesmarode-Mitte,Stadtbezirksratswahl,2006,Wahlbeteiligung,47.2
11254,11254 Gliesmarode-Nord,Stadtbezirksratswahl,2006,Wahlbeteiligung,38.6
11261,11261 Riddagshausen,Stadtbezirksratswahl,2006,Wahlbeteiligung,54.2
11301,11301 Hondelage-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.8
11302,11302 Hondelage-Mitte/Gewerbegebiet,Stadtbezirksratswahl,2006,Wahlbeteiligung,49.1
11303,11303 Hondelage-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,48.4
11401,11401 Dibbesdorf,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.8
11411,11411 Volkmarode-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,52.3
11412,11412 Volkmarode-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,44.0
11421,11421 Schapen,Stadtbezirksratswahl,2006,Wahlbeteiligung,54.5
12001,12001 Gliesmaroder Straße-Nordost ,Stadtbezirksratswahl,2006,Wahlbeteiligung,34.5
12002,12002 Karlstraße-Mitte ,Stadtbezirksratswahl,2006,Wahlbeteiligung,40.6
12003,12003 Gliesmaroder Straße-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,36.8
12004,12004 Malerviertel,Stadtbezirksratswahl,2006,Wahlbeteiligung,52.9
12005,12005 An der Paulikirche,Stadtbezirksratswahl,2006,Wahlbeteiligung,49.8
12006,12006 Hagenring,Stadtbezirksratswahl,2006,Wahlbeteiligung,48.6
12011,12011 Humboldtstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,37.9
12012,12012 Kasernenstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,38.2
12021,12021 Am Theater,Stadtbezirksratswahl,2006,Wahlbeteiligung,42.3
12022,12022 Giersberg,Stadtbezirksratswahl,2006,Wahlbeteiligung,45.4
12031,12031 Stadtpark,Stadtbezirksratswahl,2006,Wahlbeteiligung,44.2
12032,12032 Prinzenpark-Nord,Stadtbezirksratswahl,2006,Wahlbeteiligung,43.5
12033,12033 Kastanienallee,Stadtbezirksratswahl,2006,Wahlbeteiligung,44.8
12034,12034 Prinzenpark-Mitte,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.9
12035,12035 Prinzenpark-Süd,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.5
12036,12036 Altewiekring-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,38.9
12037,12037 Georg-Westermann-Allee,Stadtbezirksratswahl,2006,Wahlbeteiligung,38.3
13101,13101 Inselwall,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.1
13102,13102 Am Hagenmarkt,Stadtbezirksratswahl,2006,Wahlbeteiligung,30.3
13103,13103 An der Katharinenkirche,Stadtbezirksratswahl,2006,Wahlbeteiligung,29.8
13104,13104 Wendentorwall,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.0
13111,13111 Am Schloßpark,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.2
13112,13112 Kennedyplatz,Stadtbezirksratswahl,2006,Wahlbeteiligung,30.8
13113,13113 An der Martinikirche ,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.8
13114,13114 Gördelingerstraße ,Stadtbezirksratswahl,2006,Wahlbeteiligung,30.9
13115,13115 Am Neustadtmühlengraben ,Stadtbezirksratswahl,2006,Wahlbeteiligung,30.5
13201,13201 Adolfstraße/Leonhardstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,48.5
13202,13202 An der Stadthalle,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.2
13203,13203 Viewegs-Garten,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.5
13204,13204 Rimpaus-Garten,Stadtbezirksratswahl,2006,Wahlbeteiligung,41.8
13205,13205 Am Bürgerpark,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.0
13211,13211 Hauptbahnhof,Stadtbezirksratswahl,2006,Wahlbeteiligung,30.9
13212,13212 Streitberg/Hauptfriedhof,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.8
13221,13221 Zuckerberg,Stadtbezirksratswahl,2006,Wahlbeteiligung,40.2
13231,13231 Bebelhof-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,24.6
13232,13232 Bebelhof-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,28.0
21101,21101 Stöckheim-Nordost,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.9
21102,21102 Stöckheim-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,46.8
21103,21103 Stöckheim-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,44.8
21104,21104 Stöckheim-Nordwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,53.5
21111,21111 Leiferde,Stadtbezirksratswahl,2006,Wahlbeteiligung,47.9
21201,21201 Heidberg-Nordost,Stadtbezirksratswahl,2006,Wahlbeteiligung,36.8
21202,21202 Am Schulzentrum Heidberg,Stadtbezirksratswahl,2006,Wahlbeteiligung,32.6
21203,21203 Heidberg-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.4
21204,21204 Heidberg-Südwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,39.4
21205,21205 Heidberg-Zentrum ,Stadtbezirksratswahl,2006,Wahlbeteiligung,27.2
21206,21206 Heidberg-Nordwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,39.1
21211,21211 Melverode-Südwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,40.8
21212,21212 Melverode-Nord,Stadtbezirksratswahl,2006,Wahlbeteiligung,42.1
21213,21213 Melverode-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,40.1
21301,21301 Mastbruch-Siedlung,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.9
21311,21311 Rautheim-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,41.9
21312,21312 Rautheim-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,48.2
21321,21321 Lindenberg-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,37.1
21322,21322 Lindenberg-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,NaN
21331,21331 Südstadt-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,49.0
21332,21332 Südstadt-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,47.0
21341,21341 Mascherode-Mitte,Stadtbezirksratswahl,2006,Wahlbeteiligung,51.0
21342,21342 Mascherode-Süd,Stadtbezirksratswahl,2006,Wahlbeteiligung,53.2
21343,21343 Mascherode-Nordwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.4
22101,22101 Rheinring-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.2
22102,22102 Emsstraße-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,22.8
22103,22103 Elbestraße-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,17.7
22104,22104 Rheinring-Südwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,39.9
22105,22105 Rheinring-Nordwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,42.4
22111,22111 Elbestraße-Süd,Stadtbezirksratswahl,2006,Wahlbeteiligung,22.2
22112,22112 Saalestraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,25.8
22113,22113 Ilmenaustraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,34.2
22114,22114 Weserstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,39.9
22115,22115 Isarstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,27.7
22116,22116 Lechstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,27.8
22121,22121 Münchenstraße-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,18.9
22122,22122 Neckarstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,28.0
22123,22123 Lahnstraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,20.2
22201,22201 Timmerlah-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,48.3
22202,22202 Timmerlah-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,40.6
22211,22211 Stiddien,Stadtbezirksratswahl,2006,Wahlbeteiligung,58.7
22221,22221 Geitelde,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.5
22301,22301 Broitzem-Nordwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,37.9
22302,22302 Broitzem-Südwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,50.3
22303,22303 Broitzem-Südost,Stadtbezirksratswahl,2006,Wahlbeteiligung,53.3
22304,22304 Broitzem-Nordost,Stadtbezirksratswahl,2006,Wahlbeteiligung,38.2
22401,22401 Rüningen-Nord,Stadtbezirksratswahl,2006,Wahlbeteiligung,36.4
22402,22402 Rüningen-Süd,Stadtbezirksratswahl,2006,Wahlbeteiligung,35.4
31001,31001 Eichtal ,Stadtbezirksratswahl,2006,Wahlbeteiligung,23.4
31002,31002 Am Weißen Roß,Stadtbezirksratswahl,2006,Wahlbeteiligung,27.1
31003,31003 Celler Straße-Nordwest ,Stadtbezirksratswahl,2006,Wahlbeteiligung,25.8
31011,31011 Am Maschplatz,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.4
31012,31012 Am Amalienplatz,Stadtbezirksratswahl,2006,Wahlbeteiligung,38.2
31013,31013 Rudolfplatz-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,28.8
31014,31014 Rennelberg,Stadtbezirksratswahl,2006,Wahlbeteiligung,28.0
31015,31015 Holwedestraße,Stadtbezirksratswahl,2006,Wahlbeteiligung,34.1
31016,31016 Sackring-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.6
31021,31021 Rudolfplatz-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,40.1
31022,31022 Sackring-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,44.4
31031,31031 Altstadtring-Nord,Stadtbezirksratswahl,2006,Wahlbeteiligung,32.8
31032,31032 Altstadtring-Süd,Stadtbezirksratswahl,2006,Wahlbeteiligung,32.1
31033,31033 Altstadtring-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,30.3
31034,31034 Am Großmarkt,Stadtbezirksratswahl,2006,Wahlbeteiligung,25.8
31041,31041 Westbahnhof,Stadtbezirksratswahl,2006,Wahlbeteiligung,29.8
31042,31042 Cyriaksring-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,32.3
31043,31043 Juliusstraße-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,33.3
31044,31044 Frankfurter Straße-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,27.7
31045,31045 Frankfurter Straße-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,24.2
31051,31051 Gartenstadt-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,54.1
31052,31052 Gartenstadt-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,39.3
32101,32101 Kanzlerfeld-West,Stadtbezirksratswahl,2006,Wahlbeteiligung,57.4
32102,32102 Kanzlerfeld-Südwest,Stadtbezirksratswahl,2006,Wahlbeteiligung,58.2
32103,32103 Kanzlerfeld-Ost,Stadtbezirksratswahl,2006,Wahlbeteiligung,54.4
32111,32111 Horstbleek,Stadtbezirksratswahl,2006,Wahlbeteiligung,47.0
